cluster,label
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
4,rice
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
7,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
0,maize
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
3,chickpea
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
5,kidneybeans
1,pigeonpeas
1,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
1,pigeonpeas
1,pigeonpeas
5,pigeonpeas
7,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
7,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
3,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
7,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
4,pigeonpeas
4,pigeonpeas
5,pigeonpeas
5,pigeonpeas
7,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
3,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
7,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,pigeonpeas
1,pigeonpeas
4,pigeonpeas
1,pigeonpeas
1,pigeonpeas
5,pigeonpeas
5,pigeonpeas
5,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
1,mothbeans
7,mothbeans
1,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
1,mothbeans
7,mothbeans
5,mothbeans
5,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
5,mothbeans
1,mothbeans
5,mothbeans
5,mothbeans
5,mothbeans
5,mothbeans
5,mothbeans
5,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
5,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
1,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
1,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
1,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
1,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
5,mothbeans
5,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
1,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
5,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
7,mothbeans
5,mothbeans
5,mothbeans
7,mungbean
7,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
7,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
7,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
7,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
7,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
7,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
7,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
1,mungbean
7,blackgram
7,blackgram
7,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
1,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
1,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
1,blackgram
1,blackgram
1,blackgram
7,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
1,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
7,blackgram
7,blackgram
1,blackgram
7,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
7,blackgram
1,blackgram
1,blackgram
1,blackgram
7,blackgram
7,blackgram
7,blackgram
7,blackgram
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
1,lentil
7,lentil
7,lentil
5,lentil
7,lentil
7,lentil
7,lentil
5,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
1,lentil
1,lentil
7,lentil
7,lentil
7,lentil
5,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
1,lentil
7,lentil
7,lentil
1,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
1,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
5,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
1,lentil
7,lentil
7,lentil
7,lentil
1,lentil
7,lentil
7,lentil
7,lentil
7,lentil
5,lentil
7,lentil
7,lentil
5,lentil
7,lentil
1,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
7,lentil
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
6,pomegranate
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
0,banana
5,mango
5,mango
5,mango
1,mango
1,mango
1,mango
5,mango
5,mango
1,mango
5,mango
5,mango
5,mango
1,mango
1,mango
5,mango
5,mango
5,mango
1,mango
5,mango
5,mango
5,mango
5,mango
1,mango
1,mango
5,mango
5,mango
1,mango
1,mango
5,mango
1,mango
1,mango
1,mango
1,mango
1,mango
5,mango
1,mango
5,mango
5,mango
1,mango
5,mango
5,mango
1,mango
1,mango
1,mango
5,mango
1,mango
5,mango
1,mango
1,mango
1,mango
5,mango
1,mango
5,mango
5,mango
1,mango
5,mango
1,mango
5,mango
1,mango
1,mango
5,mango
5,mango
1,mango
1,mango
1,mango
5,mango
1,mango
5,mango
5,mango
1,mango
5,mango
1,mango
5,mango
1,mango
1,mango
1,mango
5,mango
1,mango
1,mango
1,mango
5,mango
5,mango
5,mango
5,mango
5,mango
5,mango
5,mango
1,mango
1,mango
5,mango
1,mango
1,mango
1,mango
5,mango
5,mango
5,mango
5,mango
1,mango
1,mango
5,mango
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
2,grapes
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
